"","comment_id","text","human_emotions","model_emotions","exact_match","Technique","model"
"6729","129","You mean anti-intelligent","realization","amusement, disapproval","False","DSPy_200","GPT-5"
"6730","130","At first I thought this was talking about physical piracy (like stealing cargo ships) but now I unde","realization","realization","True","DSPy_200","GPT-5"
"6731","131","you’re gonna do just fine","relief","caring, optimism","False","DSPy_200","GPT-5"
"6732","132","This is really helpful to point out!!","relief","approval, excitement, gratitude","False","DSPy_200","GPT-5"
"6733","133","Oh good. It's nice to see confirmation that you're actually trolling, because no one is that stupid ","relief","anger, annoyance, disapproval, relief","False","DSPy_200","GPT-5"
"6734","134","The papers listed at might be of help.","relief","neutral","False","DSPy_200","GPT-5"
"6735","135","well that's no creepy in the slightest","relief","annoyance, disapproval, disgust","False","DSPy_200","GPT-5"
"6736","136","Sorry, I wish I was wrong, but Mathews is over rated","remorse","desire, disappointment, disapproval","False","DSPy_200","GPT-5"
"6737","137","Sorry guys, I went a little far... You can read my apology post here.","remorse","embarrassment, remorse","False","DSPy_200","GPT-5"
"6738","138","dude, your mom is a fuck-nugget, i’m so sorry you’re dealing with this ","remorse","anger, caring, disapproval, sadness","False","DSPy_200","GPT-5"
"6739","139","I apologised an very long time ago as I was wrong at this point you are beating a dead horse","remorse","annoyance, disapproval, realization, remorse","False","DSPy_200","GPT-5"
"6740","140","WTH?! Sorry, but you might need better friends! That is wrong. So wrong. ","remorse","anger, annoyance, caring, disapproval, surprise","False","DSPy_200","GPT-5"
"6741","141","i also cried","sadness","sadness","True","DSPy_200","GPT-5"
"6742","142","Hm so sad. Am I supposed to feel bad for you because you don't look like [NAME] phelps? Btw, he's on","sadness","anger, annoyance, disapproval","False","DSPy_200","GPT-5"
"6743","143","Me me big sad.","sadness","sadness","True","DSPy_200","GPT-5"
"6744","144","Friend of the younger sister of girl who was killed. She told me it was a bad acid trip. Very sad, f","sadness","grief, sadness","False","DSPy_200","GPT-5"
"6745","145","His misogyny is disturbing.","sadness","disapproval, disgust","False","DSPy_200","GPT-5"
"6746","146","Surprised to not see Three Arrows on the list when he went from no videos at all to over 100,000 sub","surprise","surprise","True","DSPy_200","GPT-5"
"6747","147","Considering how many of this involves hiding bottles, it wouldn’t surprise me.","surprise","neutral","False","DSPy_200","GPT-5"
"6748","148","That’s a wonderful meaningless word salad","surprise","annoyance, disapproval","False","DSPy_200","GPT-5"
"6749","149","I can't believe you won!","surprise","surprise","True","DSPy_200","GPT-5"
"6750","150","I used to build a ramp and jump over other kids on my bike ala [NAME]... I was amazed at the time.","surprise","surprise","True","DSPy_200","GPT-5"
"6751","1","[NAME] damn it [NAME].","anger, annoyance","anger, annoyance, disapproval","False","DSPy_300","GPT-5"
"6752","2","My husband and I are expecting a little boy. We will refuse to do the whole ""man up"" thing. No toxic","desire, optimism","amusement, caring, disapproval, excitement, joy, optimism","False","DSPy_300","GPT-5"
"6753","3","Yeah I’ve been watching these videos and they are great. Really well done.","admiration, gratitude","admiration, approval","False","DSPy_300","GPT-5"
"6754","4","Our love is like, a violent game between children baby.","approval, love","love","False","DSPy_300","GPT-5"
"6755","5","This episode also had the segment where a paralized [NAME] communicates by farting. So, yes it is th","anger, disgust","annoyance, disapproval, disgust","False","DSPy_300","GPT-5"
"6756","6","Good timing with the two breweries having just opened up. Gotta check them out when I'm in that neck","admiration","approval, desire, optimism","False","DSPy_300","GPT-5"
"6757","7","Super cool to see","admiration","admiration, approval, excitement","False","DSPy_300","GPT-5"
"6758","8","This was a beautiful moment for the FT coming together","admiration","admiration, approval, joy","False","DSPy_300","GPT-5"
"6759","9","Must've been some damn good fries...","admiration","amusement, approval, surprise","False","DSPy_300","GPT-5"
"6760","10","Mr. Met is a legend! Outrageous. Now... If you wanna talk about hateworthy mascots... The Phanatic f","admiration","admiration, approval, disapproval, excitement","False","DSPy_300","GPT-5"
"6761","11","Great, petty revenge instead of making your GF happy by removing [NAME] from her life, nice job!","admiration","annoyance, disappointment, disapproval","False","DSPy_300","GPT-5"
"6762","12","The US version of The Office isn’t even the best version of The Office, never mind the best comedy e","amusement","annoyance, disapproval","False","DSPy_300","GPT-5"
"6763","13","> Mother wasn't amused and I was forced to smile and bare it Wow, I would hate taking nude family po","amusement","amusement, disapproval, surprise","False","DSPy_300","GPT-5"
"6764","14","[NAME] got a serious case of the giggles today.","amusement","amusement, joy","False","DSPy_300","GPT-5"
"6765","15","Busy night for you lol","amusement","amusement","True","DSPy_300","GPT-5"
"6766","16","because it’s funny","amusement","amusement","True","DSPy_300","GPT-5"
"6767","17","This video is funny but every time I watch it I get so mad at the guys filming and their belittling ","amusement","amusement, anger, annoyance, disapproval","False","DSPy_300","GPT-5"
"6768","18","It's a statistically slightly worse ICR, take that as you will.","anger","neutral","False","DSPy_300","GPT-5"
"6769","19","Those inflated monopoly prices go back into Ontario coffers for services like roads and schools! How","anger","annoyance, disapproval","False","DSPy_300","GPT-5"
"6770","20","“What the FUCK is this [NAME], explain!”","anger","anger, annoyance, confusion, curiosity, disapproval, surprise","False","DSPy_300","GPT-5"
"6771","21","Shithole universe i mean.","anger","annoyance, disappointment, disapproval, disgust","False","DSPy_300","GPT-5"
"6772","22","How dare you disparage a 3D printed JV riding a goddamn raptor","anger","amusement, anger, annoyance, disapproval","False","DSPy_300","GPT-5"
"6773","23","Fuck isn't it nice to have a [NAME] on the team?","anger","approval, excitement, joy","False","DSPy_300","GPT-5"
"6774","24","This was literally me!","annoyance","amusement","False","DSPy_300","GPT-5"
"6775","25","And how often do you hear about feminists fighting for these women’s rights? Never. Feminists are co","annoyance","anger, annoyance, disappointment, disapproval, disgust","False","DSPy_300","GPT-5"
"6776","26","What a poor woman who only wanted to tell someone what to do.","annoyance","annoyance, disapproval","False","DSPy_300","GPT-5"
"6777","27","I’ve seen 62 to 8 in 12 hours up north. Weather is crazy stuff.","annoyance","surprise","False","DSPy_300","GPT-5"
"6778","28","Why don’t people just call the cops and give them the video?","annoyance","confusion, curiosity","False","DSPy_300","GPT-5"
"6779","29","What? Shut up?","annoyance","anger, annoyance, confusion, disapproval, surprise","False","DSPy_300","GPT-5"
"6780","30","I like to answer ""CALLER 7, YOU ARE LIVE ON THE AIR!""","approval","amusement, excitement","False","DSPy_300","GPT-5"
"6781","31","35-55 a week. no health restrictions, just eat what I feel like","approval","neutral","False","DSPy_300","GPT-5"
"6782","32","Im having a lot of fun, please continue the show","approval","amusement, approval, desire, joy","False","DSPy_300","GPT-5"
"6783","33","hes doing it for his kid","approval","neutral","False","DSPy_300","GPT-5"
"6784","34","I I'm so honored","approval","gratitude, joy, pride","False","DSPy_300","GPT-5"
"6785","35","TBH I think they would've been better without the hot dog","approval","disapproval","False","DSPy_300","GPT-5"
"6786","36","That's the opposite of a bad thing.","caring","approval","False","DSPy_300","GPT-5"
"6787","37","Play something else and come back later. You’re burning yourself out","caring","caring","True","DSPy_300","GPT-5"
"6788","38","“No, you cannot get better” LOL","caring","amusement","False","DSPy_300","GPT-5"
"6789","39","At the end of the day you still have to let him know though. There is nothing embarrassing about fru","caring","approval, caring","False","DSPy_300","GPT-5"
"6790","40","He burnt out. Give it some time. Other option is he never really cared, but I find that unlikely. Al","caring","caring, optimism","False","DSPy_300","GPT-5"
"6791","41","If everyone else can figure this out, then I don't see why it's so implausible for the US.","confusion","approval, disapproval, optimism","False","DSPy_300","GPT-5"
"6792","42","Alicorn then maybe?","confusion","curiosity","False","DSPy_300","GPT-5"
"6793","43","Ghostbusters 2: ghost-bustier ?","confusion","amusement","False","DSPy_300","GPT-5"
"6794","44","Kinda like how he wants to “out” kids?","confusion","annoyance, disapproval","False","DSPy_300","GPT-5"
"6795","45","I am confusion.","confusion","confusion","True","DSPy_300","GPT-5"
"6796","46","That was a joke? And a joke you've been waiting to use for 10+ years?","curiosity","annoyance, confusion, disappointment, disapproval, surprise","False","DSPy_300","GPT-5"
"6797","47","What is everybody obsession with trading away young players in this sub?","curiosity","annoyance, confusion, curiosity, disapproval","False","DSPy_300","GPT-5"
"6798","48","Whaaaat? I thought it was a perfectly normal childhood disease that posed no threat whatsoever! Why ","curiosity","annoyance, confusion, disapproval, surprise","False","DSPy_300","GPT-5"
"6799","49","I am for socialised health care but how exactly would that solve long wait times?","curiosity","approval, confusion, curiosity","False","DSPy_300","GPT-5"
"6800","50","I have an honest question for you sir. Wouldn't a person who went through that hell be more humble a","curiosity","confusion, curiosity, disapproval","False","DSPy_300","GPT-5"
"6801","51","Goodnight and good luck.","desire","caring, optimism","False","DSPy_300","GPT-5"
"6802","52","I wish I was there lol","desire","amusement, desire","False","DSPy_300","GPT-5"
"6803","53","What did he get help with?","desire","confusion, curiosity","False","DSPy_300","GPT-5"
"6804","54","You should eat real cake today too!","desire","desire, excitement","False","DSPy_300","GPT-5"
"6805","55","I can watch test cricket, this would be no problems. Honestly though I'm annoyed I missed it, hopefu","desire","annoyance, desire, disappointment, optimism","False","DSPy_300","GPT-5"
"6806","56","i got a bump and a bald spot. i feel dumb <3","disappointment","disappointment, embarrassment, sadness","False","DSPy_300","GPT-5"
